"#","g#","Cover","Album","Streams","Daily"
"","3,912","","Yes Boss Jatin-Lalit","145,840,014","278,247"
"","3,913","","Pianeta Di Miller Mr.Rain","145,641,334","592,182"
"","3,914","","Ninetynine Jazeek","145,463,956","549,607"
"","3,915","","Forever Laddi Chahal","145,457,345","188,203"
"","3,916","","Los Hermanos Los Hermanos","145,392,507","88,851"
"","3,917","","The Everly Brothers The Everly Brothers","145,268,682","55,904"
"","3,918","","Ultraelectromagnetic Jam Various Artists","144,990,541","70,789"
"","3,919","","Heartbreak SZN Because","144,695,112","95,618"
"","3,920","","Christmas Greetings Bing Crosby","144,551,656","2,777"
"","3,921","","Sam Cooke Sam Cooke","144,488,083","90,910"
"","3,922","","Alfa & Omega Jala Brat & Buba Corelli","144,432,805","80,841"
"","3,923","","Love CPR Petra Marklund","144,371,500","27,848"
"","3,924","","Joe Dassin (Les Champs-Èlysées) Joe Dassin","144,227,531","100,292"
"","3,925","","Calma Jonna Fraser","144,218,191","24,842"
"","3,926","","Letnisko Kinny Zimmer","144,106,765","105,720"
"","3,927","","Albumtraoz Albatraoz","144,079,162","56,602"
"","3,928","","Hotel Maffija Various Artists","143,616,994","35,234"
"","3,929","","Silunu Oru Kadhal (சில்லுனு ஒரு காதல்) A.R. Rahman","143,313,145","159,435"
"","3,930","","Samba Esquema Novo Jorge Ben Jor","142,846,664","133,338"
"","3,931","","Sjung Laleh","142,658,983","16,916"
"","3,932","","Okazu No Gohan (おかずのごはん) Radwimps","142,566,236","150,618"
"","3,933","","Runaljod - Yggdrasil Wardruna","142,544,505","51,548"
"","3,934","","Breakthru Nidji","142,090,893","331,848"
"","3,935","","Lente Kevin","141,909,525","29,546"
"","3,936","","Beste Zangers Seizoen 12 Various Artists","141,591,684","36,929"
"","3,937","","Mayakkam Enna (மயக்கம் என்ன) G. V. Prakash","141,441,687","183,301"
"","3,938","","Secos & Molhados Secos & Molhados","141,416,503","150,940"
"","3,939","","How To Love Mr. Heartless Various Artists","141,400,590","160,438"
"","3,940","","Jag Kommer Hem Igen Till Jul Peter Jöback","140,850,483","1,235"
"","3,941","","Vendhu Thanindhathu Kaadu (வெந்து தணிந்தது காடு) A.R. Rahman","140,666,969","108,107"
"","3,942","","Club2020 Various Artists","140,301,265","124,596"
"","3,943","","Spijt Is Iets Voor Later Racoon","139,914,901","53,770"
"","3,944","","Kiko Gilli","139,831,083","38,368"
"","3,945","","Cómo Te Extraño Mi Amor Leo Dan","139,549,583","292,837"
"","3,946","","Hulanki Young Leosia","139,458,433","56,450"
"","3,947","","Gang Johnny Hallyday","138,986,217","66,379"
"","3,948","","Pebble House, Vol. 1: Kuwaderno Ben&Ben","138,947,546","115,460"
"","3,949","","Alaipayuthey (அலைபாயுதே) A.R. Rahman","138,927,051","173,678"
"","3,950","","Rockin' With Robin Bobby Day","138,522,716","34,054"
"","3,951","","Reset The Levels III SFB","137,874,495","36,638"
"","3,952","","Heisann Montebello Karpe","137,817,034","19,013"
"","3,953","","Daddy Kraantje Pappie","137,541,360","21,917"
"","3,954","","Beetje Bij Beetje (Nog Een Beetje) Snelle","137,169,145","16,085"
"","3,955","","Françoise Hardy (Tous Les Garçons Et Les Filles) Françoise Hardy","136,936,408","101,373"
"","3,956","","Kami Napo Muna Various Artists","136,370,099","209,457"
"","3,957","","Alucinação Belchior","136,324,400","77,697"
"","3,958","","Cek Toko Sebelah TheOvertunes","136,310,452","43,214"
"","3,959","","Příběhy A Sny Viktor Sheen","136,190,782","106,057"
"","3,960","","All Is Yellow Various Artists","136,144,197","649,498"
"","3,961","","What A Diff'rence A Day Makes! Dinah Washington","136,071,464","83,902"
"","3,962","","Akademia Sztuk Pięknych Avi & Louis Villain","135,804,997","132,780"
"","3,963","","Porgy And Bess Ella Fitzgerald","135,769,812","49,693"
"","3,964","","Semoga Sembuh Idgitaf","135,533,485","143,659"
"","3,965","","Café Belga Taco Hemingway","135,481,132","41,273"
"","3,966","","Det Bästa Kanske Inte Hänt Än Molly Sandén","135,447,187","17,873"
"","3,967","","Les Choristes Bruno Coulais","135,020,277","95,158"
"","3,968","","Vibin Jassa Dhillon","134,773,306","184,890"
"","3,969","","O Passo Do Lui Os Paralamas Do Sucesso","134,733,704","97,670"
"","3,970","","Dil Se.. (दिल से) A.R. Rahman","134,704,290","146,872"
"","3,971","","Jackpot Lijpe","134,599,933","38,026"
"","3,972","","Cartola Cartola","134,518,665","131,626"
"","3,973","","Soundtrack (原聲帶) A-Lin","134,446,030","34,523"
"","3,974","","Dosta Düşmana Karşı Ahmet Kaya","134,387,292","80,383"
"","3,975","","The Beginning Broiler","134,310,586","36,624"
"","3,976","","Mer' End Kærlighed Rasmus Seebach","134,274,640","47,048"
"","3,977","","Rubik Dere","133,975,465","115,711"
"","3,978","","Zoë Tauran Zoë Tauran","133,925,684","107,207"
"","3,979","","Keseimbangan Ari Lasso","133,738,432","218,349"
"","3,980","","The Lifestyle The PropheC","133,402,569","121,570"
"","3,981","","The Astrud Gilberto Album Astrud Gilberto","133,167,493","102,172"
"","3,982","","The Wildest! Louis Prima & Keely Smith","132,372,027","44,130"
"","3,983","","Jarmark Taco Hemingway","132,244,467","48,326"
"","3,984","","80 Kisses Polycat","132,079,937","117,121"
"","3,985","","Voor Iedereen Tino Martin","131,759,444","26,620"
"","3,986","","Posejdon Kizo","131,589,629","41,289"
"","3,987","","From M.E. To Myself (和自己對话) JJ Lin","131,516,421","73,677"
"","3,988","","Memorial Album Hank Williams","130,926,814","61,582"
"","3,989","","L'Italiano Toto Cutugno","130,659,797","138,791"
"","3,990","","Den Första Är Alltid Gratis Veronica Maggio","130,371,675","31,211"
"","3,991","","Jalwa (ਜਲਵਾ) Arjan Dhillon","129,999,027","124,603"
"","3,992","","Internaziomal Żabson","129,959,748","48,480"
"","3,993","","Popstar Calin","129,881,410","89,404"
"","3,994","","Orange Harris Jayaraj","129,853,912","187,343"
"","3,995","","RRR (రౌద్రం రణం రుధిరం) M. M. Keeravani","129,847,100","26,989"
"","3,996","","Maharot Kamikazee","129,541,559","94,372"
"","3,997","","De Lachende Derde De Jeugd Van Tegenwoordig","129,507,697","46,312"
"","3,998","","Dom Ska Veta Molly Sandén","129,343,359","28,180"
"","3,999","","Kinematografia Paktofonika","129,089,582","111,457"
"","4,000","","Deewana (दीवाना) Nadeem Shravan","129,012,520","211,440"
"","4,001","","Onverstaanbaar Maan","128,823,836","20,271"
"","4,002","","Buruguduystunstugudunstuy Parokya Ni Edgar","128,725,455","133,470"
"","4,003","","The World Ruler Nightmare","128,723,539","56,059"
"","4,004","","Half Empty, Half Full Cueshé","128,597,236","153,485"
"","4,005","","Kołysanki - Utulanki Grzegorz Turnau & Magda Umer","128,482,376","100,594"
"","4,006","","Verden Ka' Vente Rasmus Seebach","128,342,921","21,211"
"","4,007","","Presenting Dion And The Belmonts Dion & The Belmonts","127,974,122","69,276"
"","4,008","","Coming Home Usher","127,797,197","1,216,354"
"","4,009","","Lost N Found (學不會) JJ Lin","127,770,884","68,801"
"","4,010","","Segreto Ric Segreto","127,726,728","147,710"
"","4,011","","Säg Ingenting Till Mig Melissa Horn","127,693,873","7,849"
"","4,012","","Černobílej Svět Viktor Sheen","127,509,689","64,842"
"","4,013","","Sogno Andrea Bocelli","127,038,832","42,509"
"","4,014","","Superman Arash","126,986,946","99,902"
"","4,015","","Opus 12 (十二新作) Jay Chou","126,964,459","63,428"
"","4,016","","We Moeten Door Broederliefde","126,823,741","19,816"
"","4,017","","Alla Mia Età Tiziano Ferro","126,778,879","68,286"
"","4,018","","Open Letter Talha Anjum","126,691,967","235,837"
"","4,019","","Innan Jag Kände Dig Melissa Horn","126,645,096","13,195"
"","4,020","","La Bohème Charles Aznavour","126,604,612","79,064"
"","4,021","","Ingen Kan Love Dig I Morgen Rasmus Seebach","126,562,989","33,330"
"","4,022","","Thallumaala (തല്ലുമാല) Vishnu Vijay","126,471,467","108,041"
"","4,023","","Eziokwu Odumodublvck","126,408,389","532,517"
"","4,024","","Så Mycket Bättre Various Artists","126,394,495","11,843"
"","4,025","","Catch Me If You Can Adekunle Gold","126,385,063","67,262"
"","4,026","","Szprycer Taco Hemingway","126,329,807","42,996"
"","4,027","","Ipizme (Ηπηζμε) Sidarta","126,047,447","77,121"
"","4,028","","Reim Matthias Reim","126,043,995","61,829"
"","4,029","","Safeboys Safeplanet","125,798,114","88,808"
"","4,030","","Jay (杰倫) Jay Chou","125,518,125","72,917"
"","4,031","","Bonnie And Clyde Brigitte Bardot & Serge Gainsbourg","125,513,865","65,556"
"","4,032","","Hiling Mark Carpio","125,383,774","71,588"
"","4,033","","Colors Laleh","125,333,432","17,618"
"","4,034","","Crane III Kraantje Pappie","125,264,229","37,235"
"","4,035","","Kuka Muu Muka Cheek","125,119,577","36,171"
"","4,036","","Sezon3 Ekipa","124,990,310","32,657"
"","4,037","","Playlist Panetoz","124,942,067","13,211"
"","4,038","","Nassay (نساى) Sherine","124,603,006","468,188"
"","4,039","","Smoky Mountains Conner Smith","124,140,892","279,521"
"","4,040","","1 År 1.Cuz","124,026,622","46,992"
"","4,041","","Iemand Van Vroeger Suzan & Freek","123,740,317","135,985"
"","4,042","","Herb Alpert Presents Sergio Mendes & Brasil '66 Sergio Mendes & Brasil '66","123,654,752","73,812"
"","4,043","","Grote Versnelling Kevin","123,563,614","48,715"
"","4,044","","New Dubby Conquerors Seeed","123,461,235","41,595"
"","4,045","","Out Of The Dark (Into The Light) Falco","123,138,663","92,255"
"","4,046","","Heart Station Hikaru Utada","123,119,890","112,233"
"","4,047","","Mentre Tutto Scorre Negramaro","123,007,127","97,578"
"","4,048","","Kors På Halsen, Ti Kniver I Hjertet, Mor Og Far I Døden Karpe","122,980,045","28,319"
"","4,049","","Gita Raul Seixas","122,895,741","65,953"
"","4,050","","Man Of The Moon Guru Randhawa","122,562,762","152,009"
"","4,051","","Jag Hör Vad Du Säger Men Glömt Vad Du Sa Danny Saucedo","122,397,106","19,797"
"","4,052","","Aria Pura Al Bano And Romina Power","122,185,279","136,047"
"","4,053","","Kristaller Laleh","122,038,270","10,390"
"","4,054","","2 Gezichten Josylvio","121,873,701","30,128"
"","4,055","","Message Mongol800","121,820,348","82,269"
"","4,056","","Bassen I Bagasjen Hagle","121,716,615","44,254"
"","4,057","","Samedi Soir Sur La Terre Francis Cabrel","121,542,342","73,456"
"","4,058","","Mon Voyage Dystinct","121,228,998","55,435"
"","4,059","","Så Mycket Bättre (Säsong 8) Various Artists","120,716,433","9,548"
"","4,060","","Mingus Ah Um Charles Mingus","120,710,556","22,796"
"","4,061","","I A.R. Rahman","120,659,489","153,141"
"","4,062","","O Último Romântico Lulu Santos","120,557,713","96,224"
"","4,063","","Home 6cyclemind","120,279,333","76,203"
"","4,064","","Supermarket Fantasy Mr.Children","120,138,423","70,185"
"","4,065","","Draaman Kaari Viehättää Behm","120,092,220","44,109"
"","4,066","","Idaly Idaly","119,956,416","12,060"
"","4,067","","No Competition Jass Manak","119,854,327","66,218"
"","4,068","","Awara (ਅਵਾਰਾ) Arjan Dhillon","119,598,064","103,314"
"","4,069","","Då Som Nu För Alltid Kent","119,424,011","24,055"
"","4,070","","Perdu D'Avance Orelsan","119,407,067","44,408"
"","4,071","","Dømt Og Berømt TIX","119,001,077","12,366"
"","4,072","","BOA ReTo","118,930,436","65,511"
"","4,073","","Digan Lo Que Digan Raphael","118,745,378","63,277"
"","4,074","","Gulong Itlog Gulong Parokya Ni Edgar","118,671,179","91,402"
"","4,075","","Ink Ink Waruntorn","118,661,550","48,599"
"","4,076","","Zeitakubyō (ゼイタクビョウ) One OK Rock","118,537,516","71,396"
"","4,077","","Suprême NTM Suprême NTM","118,512,983","61,218"
"","4,078","","Kadın Şebnem Ferah","118,479,191","125,236"
"","4,079","","Europa Taco Hemingway","118,412,852","44,375"
"","4,080","","Ricky Sings Again Ricky Nelson","118,119,866","58,483"
"","4,081","","Sad Songs And Bullshit Part 1 Juan Karlos","118,083,435","302,270"
"","4,082","","Area 36 A36","117,961,035","38,327"
"","4,083","","Daugava Lars Winnerbäck","117,834,128","22,575"
"","4,084","","Ouest Side Booba","117,759,967","55,629"
"","4,085","","Sita Ramam (సీతా రామం) Vishal Chandrashekhar","117,633,536","82,331"
"","4,086","","Artom (Артём) Slava Marlow","117,299,681","26,084"
"","4,087","","Let's Bora UDI (Ao Vivo) Israel & Rodolffo","117,246,370","815,532"
"","4,088","","A Tábua De Esmeralda Jorge Ben Jor","117,068,272","64,132"
"","4,089","","Ágætis Byrjun Sigur Rós","117,038,966","40,488"
"","4,090","","Ethir Neechal (எதிர்நீச்சல்) Anirudh Ravichander","116,779,317","167,195"
"","4,091","","Age 19 Jass Manak","116,642,591","92,225"
"","4,092","","Romeo Light","116,106,548","62,087"
"","4,093","","Es Ist Juli Juli","116,028,045","71,135"
"","4,094","","My Way To Love (學著愛) Eric Chou","115,963,404","42,841"
"","4,095","","Czerwony Dywan Paluch","115,955,322","49,261"
"","4,096","","Hitparade Vidar Villa","115,835,442","17,608"
"","4,097","","Black Friday Tom Odell","115,812,400","621,455"
"","4,098","","Remember When? The Platters","115,801,746","76,167"
"","4,099","","G9 Gloc-9","115,745,905","81,677"
"","4,100","","Insano Kid Cudi","115,741,577","691,084"
"","4,101","","Hajime, Pt. 2 Miyagi & Endspiel","115,711,519","85,915"
"","4,102","","Upp Och Ner Och Hit Och Dit Med Babblarna Babblarna","115,450,486","54,094"
"","4,103","","B.T.F.U Karan Aujla","115,316,471","59,385"
"","4,104","","Nord Sud Ovest Est 883","115,302,591","78,070"
"","4,105","","M-TP M-TP Sơn Tùng M-TP","115,289,009","114,564"
"","4,106","","Mozart: Requiem Realisations Stephen Cleobury & Choir of King's College, Cambridge","115,220,581","32,925"
"","4,107","","Love Is The Thing Nat King Cole","115,167,487","71,176"
"","4,108","","Circus Teflon Brothers","114,779,279","20,172"
"","4,109","","Omer (עומר) Omer Adam","114,474,551","76,635"
"","4,110","","Semar Mesem Romo Mendem Jogja Hip Hop Foundation","114,465,742","121,881"
"","4,111","","Notre-Dame De Paris Luc Plamondon & Riccardo Cocciante","113,959,014","55,257"
"","4,112","","Babacar France Gall","113,878,927","56,361"
"","4,113","","Somewhere In Time I Love You (我肯定在幾百年前就說過愛你) Accusefive","113,865,575","103,091"
"","4,114","","Gör Nu, Tänk Sen Greekazo","113,809,354","56,557"
"","4,115","","Le Chemin Kyo","113,677,900","88,056"
"","4,116","","Space Shuttle No.8 Jeff Satur","113,644,419","426,462"
"","4,117","","The Album Panjabi MC","113,303,932","70,955"
"","4,118","","Tim Maia (1970) Tim Maia","112,976,710","99,121"
"","4,119","","Shout! The Isley Brothers","112,842,918","25,974"
"","4,120","","Främling Carola","112,817,028","28,544"
"","4,121","","Talou Shirak","112,598,361","41,920"
"","4,122","","Caméléon ElGrandeToto","112,592,690","83,674"
"","4,123","","Timely!! Anri","112,404,487","192,773"
"","4,124","","Kung Alam Mo Lang Hev Abi","112,401,151","1,973,622"
"","4,125","","The Composer Of Desafinado, Plays Antônio Carlos Jobim","112,162,808","46,856"
"","4,126","","Ugly Beauty Jolin Tsai","111,965,107","34,199"
"","4,127","","New Horizon MYMP","111,867,475","78,293"
"","4,128","","Ear (耳朵) Ronghao Li","111,687,395","47,557"
"","4,129","","Sun The Toys","111,249,628","129,211"
"","4,130","","Inferno Petra Marklund","111,007,533","29,788"
"","4,131","","Poetry Of The Day After (後 青春期的詩) Mayday","110,951,497","54,936"
"","4,132","","Vikings Chant Skáld","110,830,319","68,346"
"","4,133","","Que C'est Triste Venise Charles Aznavour","110,786,903","102,559"
"","4,134","","Pagsibol SB19","110,618,851","108,203"
"","4,135","","Skazka (Сказка) IC3PEAK","109,451,640","60,874"
"","4,136","","An 1 Plastic Bertrand","109,196,371","61,089"
"","4,137","","Saroor (ਸਰੂਰ) Arjan Dhillon","109,100,980","182,311"
"","4,138","","Lucio Dalla Lucio Dalla","108,928,436","67,967"
"","4,139","","Naar Huis Acda en de Munnik","108,695,113","36,958"
"","4,140","","Sixology (JJ陸) JJ Lin","108,485,180","58,648"
"","4,141","","An Unexpected Journey (意外) Joker Xue","108,393,984","64,590"
"","4,142","","Des Visages Des Figures Noir Désir","108,319,910","42,761"
"","4,143","","Dyrene I Hakkebakkeskogen Various Artists","108,227,183","40,195"
"","4,144","","Altijd Samen Ronnie Flex","107,786,969","26,781"
"","4,145","","Tunnel Simba La Rue","107,576,606","882,704"
"","4,146","","Nessuno È Solo Tiziano Ferro","106,957,159","54,985"
"","4,147","","Falso Brilhante Elis Regina","106,562,648","63,906"
"","4,148","","Helt Sykt Vol2 Staysman & Lazz","106,298,688","16,497"
"","4,149","","Arya 2 (ఆర్య 2) Devi Sri Prasad","106,233,224","164,536"
"","4,150","","Ren Ran (任然) Ren Ran","106,130,031","59,160"
"","4,151","","...È Nell'Aria...Ti Amo Umberto Tozzi","106,091,972","90,767"
"","4,152","","Anyway Cheema Y & Gur Sidhu","106,056,114","339,137"
"","4,153","","Kiitos Ei Ole Kirosana Haloo Helsinki!","105,821,374","22,800"
"","4,154","","Merry Christmas Johnny Mathis","105,696,755","2,344"
"","4,155","","Ballads Of The Day Nat King Cole","105,653,684","70,038"
"","4,156","","Kinderliedjes Om Mee Te Zingen Alles Kids","105,338,094","85,811"
"","4,157","","Different Kate Ryan","105,334,031","60,807"
"","4,158","","Jeans A.R. Rahman","104,953,664","163,268"
